Código Operação;Data de Entrada;Valor Produtos;Num docorigem
5115;17/01/2017;3000;
5106;14/08/2024;0;
5101;14/02/2017;9620.29;021912
5101;22/02/2017;3614.58;021944
5101;22/02/2017;3614.58;021944
5101;22/02/2017;3614.58;021944
5101;22/02/2017;3614.58;021944
5101;22/02/2017;3614.58;021944
5101;22/02/2017;3614.58;021944
5101;22/02/2017;3614.58;021944
5100;14/08/2020;1500;022009
5101;04/07/2012;1850.01;
5101;20/03/2017;2948.41;022153
5101;20/03/2017;2948.41;022153
5101;20/03/2017;2948.41;022153
5102;27/07/2022;45.94;
5101;18/01/2021;3993;
5101;31/03/2014;790;
5101;12/05/2017;1403.15;
5101;17/05/2013;693.98;
5101;05/04/2017;1060.01;022315
5101;11/04/2017;5847.8;022283
5101;08/09/2017;17998.59;
5101;19/04/2017;953.95;022463
5101;19/04/2017;953.95;022463
5101;27/04/2017;6453.51;022560
5101;21/05/2014;57848.95;
5101;21/05/2014;57848.95;
5101;25/05/2017;13170.16;022779
5101;25/05/2017;13170.16;022779
5101;25/05/2017;13170.16;022779
5101;25/05/2017;13170.16;022779
5101;25/05/2017;13170.16;022779
5101;25/05/2017;13170.16;022779
5101;25/05/2017;13170.16;022779
5101;25/05/2017;13170.16;022779
5101;25/05/2017;19916.65;022780
5101;25/05/2017;19916.65;022780
5101;25/05/2017;19916.65;022780
5101;25/05/2017;19916.65;022780
5101;25/05/2017;19916.65;022780
5101;25/05/2017;19916.65;022780
5101;25/05/2017;12035.55;022777
5101;25/05/2017;12035.55;022777
5101;25/05/2017;12035.55;022777
5101;25/05/2017;12035.55;022777
5101;25/05/2017;12035.55;022777
5102;26/08/2020;5321;
5101;10/05/2017;17775.2;022507
5101;12/05/2017;6400;022684
5109;30/05/2017;7239.78;021566
5101;12/05/2017;1403.15;022525
5101;25/05/2017;45043.08;022835
5101;25/05/2017;45043.08;022835
5101;25/05/2017;45043.08;022835
5101;26/05/2017;19916.65;022780
5101;26/05/2017;19916.65;022780
5101;26/05/2017;19916.65;022780
5101;26/05/2017;19916.65;022780
5101;26/05/2017;19916.65;022780
5101;26/05/2017;19916.65;022780
5101;26/05/2017;13170.16;022779
5101;26/05/2017;13170.16;022779
5101;26/05/2017;13170.16;022779
5101;26/05/2017;13170.16;022779
5101;26/05/2017;13170.16;022779
5101;26/05/2017;13170.16;022779
5101;26/05/2017;13170.16;022779
5101;26/05/2017;13170.16;022779
5101;02/12/2011;161.71;
5101;11/03/2015;734;
5101;14/11/2014;2351.12;014639
5149;18/08/2011;0;
5101;12/05/2017;1403.15;
5101;14/06/2017;963.12;
5101;08/09/2017;17998.59;
5101;08/09/2017;17998.59;
5101;08/09/2017;17998.59;
5101;08/09/2017;17998.59;
5149;18/09/2015;0;
5100;21/07/2011;210;
5101;03/04/2013;5537.18;007134
5101;17/05/2013;693.98;
5101;04/07/2012;1850.01;
5101;04/07/2012;1850.01;
5102;22/04/2019;2245.29;
5149;02/07/2012;0;
5102;27/08/2021;2727.88;
5106;22/10/2024;0;
5106;22/10/2024;0;
5106;22/10/2024;0;
5101;30/07/2018;487.6;026272
5101;30/07/2018;487.6;026272
5101;21/11/2011;6363.04;
5101;12/05/2017;1403.15;
5197;18/12/2018;30000;
5101;14/06/2017;963.12;
5101;11/03/2015;734;
5101;12/09/2016;11387.98;020425
5101;11/03/2015;734;
5149;22/02/2012;0;
5101;21/11/2011;6363.04;
5101;21/11/2011;6363.04;
5101;21/11/2011;6363.04;
5101;21/11/2011;6363.04;
5101;03/09/2018;35999.94;026830
5102;03/05/2023;4797;
5101;10/12/2012;529.67;
5101;12/05/2017;1403.15;
5102;26/08/2020;5321;
5120;31/10/2018;14624.76;025606
5102;31/10/2018;10199.94;027239
5101;31/10/2018;1330.53;027260
5149;21/07/2011;0;
5149;21/07/2011;0;
5101;11/03/2015;734;
5101;11/03/2015;734;
5101;11/03/2015;734;
5101;11/03/2015;734;
5101;11/03/2015;734;008213
5101;11/03/2015;734;
5101;11/03/2015;734;
5101;11/03/2015;734;
5149;29/08/2011;0;
5149;05/09/2011;0;
5149;08/04/2016;0;
5149;11/10/2011;0;
5149;24/10/2011;0;
5120;19/12/2018;150;027584
5101;20/12/2018;289337.18;027843
5101;20/12/2018;289337.18;027843
5101;20/12/2018;289337.18;027843
5101;10/12/2012;529.67;
5100;11/01/2019;688.43;
5101;09/02/2012;42621.2;
5101;11/06/2012;5184.55;
5102;26/08/2020;5321;
5197;25/01/2019;1511.47;027083
5100;28/07/2014;2000;
5149;12/06/2012;0;
5149;19/07/2012;0;
5149;08/05/2012;0;
5149;12/07/2012;0;
5149;09/10/2012;0;
5100;06/05/2016;7500;
5149;06/11/2012;0;
5149;18/12/2012;0;
5149;28/01/2013;0;
5102;03/01/2023;32400.87;
5149;25/02/2013;0;
5149;24/05/2013;0;
5149;04/07/2013;0;
5149;22/08/2013;0;
5149;08/01/2014;0;
5149;24/01/2014;0;
5149;05/02/2014;0;
5149;11/03/2014;0;
5149;19/03/2014;0;
5149;24/09/2014;0;
5149;29/09/2014;0;
5120;09/05/2019;350;
5101;19/08/2011;1480;
5149;09/06/2015;0;
5149;12/08/2015;0;
5149;23/12/2015;0;
5102;18/02/2019;3678.26;
5101;24/07/2013;2199;
5120;19/12/2019;1080.28;
5101;26/03/2012;2547.46;001717
5101;26/03/2012;2547.46;
5102;29/04/2020;1407.78;
5102;29/04/2020;1407.78;
5102;29/04/2020;1407.78;
5102;29/04/2020;1407.78;
5102;29/04/2020;1407.78;
5102;29/04/2020;1407.78;
5101;;2614.16;
5149;27/08/2014;0;
5149;08/04/2016;0;
5149;08/04/2016;0;
5101;02/12/2011;161.71;
5101;02/12/2011;161.71;
5101;02/12/2011;161.71;
5101;02/12/2011;161.71;
5100;21/10/2019;30000;
5102;26/08/2020;5321;
5102;26/08/2020;5321;
5102;26/08/2020;5321;
5101;23/11/2011;409.5;
5101;06/02/2019;90000;028028
5101;06/02/2019;90000;028028
5101;06/02/2019;90000;028028
5101;06/02/2019;90000;028028
5101;06/02/2019;90000;028028
5101;06/02/2019;90000;028028
5101;06/02/2019;90000;028028
5101;02/12/2011;161.71;
5101;02/12/2011;161.71;
5101;02/12/2011;161.71;
5101;02/12/2011;161.71;
5101;02/12/2011;161.71;
5101;02/12/2011;161.71;
5101;02/12/2011;161.71;
5101;02/12/2011;161.71;
5101;14/06/2017;963.12;
5102;04/02/2019;5099.97;027940
5102;07/02/2019;1882.08;027250
5102;14/02/2019;2352.15;028267
5109;04/03/2020;116000;
5101;02/12/2011;161.71;
5102;07/11/2019;933.3;
5100;26/03/2019;1200;
5102;27/08/2021;2727.88;
5101;09/02/2012;42621.2;
5102;14/02/2019;2352.15;
5101;11/06/2012;5184.55;
5101;11/06/2012;5184.55;
5106;29/04/2025;0;
5149;13/07/2012;0;
5149;20/08/2012;0;
5149;02/01/2013;0;
5149;17/01/2013;0;
5149;19/03/2013;0;
5149;15/04/2013;0;
5149;30/08/2013;0;
5149;03/09/2013;0;
5149;30/08/2013;0;
5149;24/09/2013;0;
5149;09/12/2013;0;
5149;04/02/2014;0;
5149;19/02/2014;0;
5149;14/03/2014;0;
5149;26/05/2014;0;
5149;21/05/2014;0;
5149;16/09/2014;0;
5149;01/10/2014;0;
5149;24/11/2014;0;
5149;04/12/2014;0;
5149;24/02/2015;0;
5149;24/06/2015;0;
5149;30/07/2015;0;
5149;20/08/2015;0;
5149;23/10/2015;0;
5149;10/11/2015;0;
5101;08/04/2015;18631.82;
5101;08/04/2015;18631.82;016082
5101;08/04/2015;18631.82;016082
5101;08/04/2015;18631.82;016082
5101;08/04/2015;18631.82;016082
5101;08/04/2015;18631.82;016082
5101;08/04/2015;18631.82;016082
5101;08/04/2015;18631.82;016082
5101;08/04/2015;18631.82;016082
5149;08/04/2016;0;
5149;05/03/2012;0;
5100;11/06/2012;66;
5101;15/04/2016;4664.82;019098
5149;21/07/2011;0;
5149;10/04/2015;0;
5101;12/05/2017;1403.15;
5101;12/05/2017;1403.15;
5101;12/05/2017;1403.15;
5101;12/05/2017;1403.15;
5101;12/05/2017;1403.15;000093
5101;12/05/2017;1403.15;000093
5101;12/05/2017;1403.15;000093
5101;12/05/2017;1403.15;000093
5101;12/05/2017;1403.15;
5101;14/06/2017;963.12;
5101;14/06/2017;963.12;
5101;14/06/2017;963.12;
5101;10/12/2012;529.67;
5101;10/12/2012;529.67;
5101;10/12/2012;529.67;
5101;10/12/2012;529.67;
5101;10/12/2012;529.67;
5101;10/12/2012;529.67;
5101;10/12/2012;529.67;
5101;10/12/2012;529.67;
5100;31/08/2012;101;
5101;12/07/2013;111577.12;008231
5101;12/07/2013;111577.12;008231
5101;12/07/2013;111577.12;008231
5101;12/07/2013;111577.12;008231
5101;12/07/2013;111577.12;008231
5101;12/07/2013;111577.12;008231
5101;08/09/2017;17998.59;
5101;08/09/2017;17998.59;
5101;08/09/2017;17998.59;
5101;08/09/2017;17998.59;
5101;21/05/2014;57848.95;019304
5101;21/05/2014;57848.95;
5101;21/05/2014;57848.95;019304
5101;21/05/2014;57848.95;019304
5101;21/05/2014;57848.95;019304
5101;21/05/2014;57848.95;019304
5101;21/05/2014;57848.95;019304
5101;21/05/2014;57848.95;019304
5101;21/05/2014;57848.95;019304
5101;21/05/2014;57848.95;
5101;21/05/2014;57848.95;013046
5100;21/07/2011;210;
5101;17/05/2013;693.98;
5120;15/04/2019;5823.73;028632
5120;15/04/2019;5823.73;028632
5120;15/04/2019;5823.73;028632
5120;30/04/2019;4208.31;028639
5120;30/04/2019;4208.31;028639
5120;30/04/2019;4208.31;028639
5120;30/04/2019;4208.31;028639
5101;09/04/2019;2117.68;028456
5102;22/04/2019;2245.29;028202
5102;25/04/2019;21169.35;028739
5102;22/04/2019;2245.29;013246
5102;22/04/2019;2245.29;
5101;11/03/2015;734;
5101;21/05/2014;57848.95;
5197;09/05/2019;62.85;027111
5101;03/05/2019;7056.45;028895
5101;16/05/2019;45267.9;028902
5101;27/05/2019;4614.22;029160
5101;27/05/2019;4614.22;029160
5121;21/06/2019;0;
5101;11/03/2015;734;018653
5101;13/06/2019;300625;029148
5101;25/06/2019;71772.96;029462
5101;25/06/2019;71772.96;029462
5101;25/06/2019;271.22;029340
5101;25/06/2019;271.22;029340
5101;25/06/2019;271.22;029340
5101;01/11/2018;1480.49;027304
5101;01/06/2017;3654;
5115;18/07/2019;91635.52;028900
5115;02/07/2019;91635.52;
5115;15/07/2019;47303.21;028592
5115;15/07/2019;47303.21;028592
5101;21/05/2014;57848.95;029600
5101;21/11/2011;6363.04;003683
5101;21/11/2011;6363.04;003683
5101;21/11/2011;6363.04;003683
5101;21/11/2011;6363.04;003683
5101;21/11/2011;6363.04;003683
5101;21/11/2011;6363.04;003683
5101;21/11/2011;6363.04;003683
5101;21/11/2011;6363.04;003683
5101;21/11/2011;6363.04;003683
5101;21/11/2011;6363.04;003683
5101;21/11/2011;6363.04;003683
5101;21/11/2011;6363.04;003683
5101;21/11/2011;6363.04;003683
5101;21/11/2011;6363.04;003683
5101;21/11/2011;6363.04;003683
5101;21/11/2011;6363.04;003683
5101;21/11/2011;6363.04;003683
5101;21/11/2011;6363.04;
5101;21/11/2011;6363.04;003683
5101;21/11/2011;6363.04;003683
5101;21/11/2011;6363.04;003683
5101;21/11/2011;6363.04;003683
5101;21/11/2011;6363.04;003683
5101;21/11/2011;6363.04;003683
5101;21/11/2011;6363.04;003683
5101;21/11/2011;6363.04;003683
5101;21/11/2011;6363.04;003683
5101;21/11/2011;6363.04;003683
5101;21/11/2011;6363.04;003683
5101;21/11/2011;6363.04;003683
5101;21/11/2011;6363.04;003683
5101;21/11/2011;6363.04;003683
5101;21/11/2011;6363.04;003683
5101;21/11/2011;6363.04;003683
5101;21/11/2011;6363.04;003683
5101;21/11/2011;6363.04;003683
5101;21/11/2011;6363.04;003683
5101;21/11/2011;6363.04;003683
5101;21/11/2011;6363.04;003683
5101;21/11/2011;6363.04;003683
5101;21/11/2011;6363.04;
5101;21/11/2011;6363.04;
5101;21/11/2011;6363.04;003239
5101;21/11/2011;6363.04;003239
5101;21/11/2011;6363.04;003239
5101;21/11/2011;6363.04;003239
5101;21/11/2011;6363.04;
5102;20/12/2022;663.15;
5101;11/03/2015;734;
5101;11/03/2015;734;
5101;11/03/2015;734;002213
5101;11/03/2015;734;002213
5101;11/03/2015;734;002213
5101;11/03/2015;734;002213
5101;11/03/2015;734;002213
5101;11/03/2015;734;002213
5101;11/03/2015;734;002213
5101;11/03/2015;734;002213
5101;11/03/2015;734;002213
5101;11/03/2015;734;002213
5101;11/03/2015;734;002213
5101;11/03/2015;734;002213
5101;11/03/2015;734;002213
5101;11/03/2015;734;002213
5101;11/03/2015;734;002213
5101;11/03/2015;734;002213
5101;11/03/2015;734;002213
5101;11/03/2015;734;002213
5101;11/03/2015;734;002213
5101;11/03/2015;734;002213
5101;11/03/2015;734;002213
5101;11/03/2015;734;002213
5101;11/03/2015;734;
5101;11/03/2015;734;002213
5101;11/03/2015;734;002213
5101;11/03/2015;734;002213
5101;11/03/2015;734;002213
5101;11/03/2015;734;002213
5101;11/03/2015;734;002213
5101;11/03/2015;734;002213
5101;11/03/2015;734;002213
5101;11/03/2015;734;002213
5101;11/03/2015;734;002213
5101;11/03/2015;734;002213
5101;11/03/2015;734;
5101;11/03/2015;734;
5101;11/03/2015;734;015673
5101;03/10/2014;464.92;014470
5102;18/11/2025;3801.06;
5100;05/08/2019;1191.9;
5102;29/04/2020;1407.78;
5100;26/08/2019;1191.9;
5101;05/08/2019;700.69;029003
5101;05/08/2019;700.69;029003
5101;05/08/2019;700.69;029003
5101;07/04/2017;2860;
5102;29/04/2020;1407.78;
5100;09/09/2019;900;
5100;10/09/2019;1500;
5101;11/03/2015;734;
5102;26/08/2020;5321;
5115;27/09/2019;91635.52;029678
5109;04/03/2020;116000;
5101;19/09/2019;3654.32;030047
5101;02/12/2011;161.71;
5100;21/10/2019;30000;
5120;22/10/2019;7000;030370
5101;04/10/2019;2033.23;030286
5101;04/10/2019;2033.23;030286
5101;04/10/2019;2033.23;030286
5101;04/10/2019;2033.23;030286
5102;21/10/2019;3250.1;027084
5101;14/06/2017;963.12;
5101;03/05/2012;521.76;
5100;14/02/2019;1200;
5100;14/02/2019;1200;
5100;14/02/2019;1200;
5100;14/02/2019;1200;
5100;14/02/2019;1200;
5102;26/08/2020;5321;
5101;08/09/2017;17998.59;
5102;29/04/2020;1407.78;
5101;14/11/2019;35022.74;030437
5101;14/11/2019;35022.74;030437
5101;14/11/2019;35022.74;030437
5101;14/11/2019;35022.74;030437
5120;19/12/2019;1080.28;030679
5121;17/12/2019;0;
5121;17/12/2019;0;
5120;19/12/2019;8765.32;030898
5101;07/01/2019;1695;027926
5101;08/01/2019;110.16;027663
5101;04/07/2012;1850.01;027918
5101;04/07/2012;1850.01;027918
5101;04/07/2012;1850.01;027918
5101;04/07/2012;1850.01;027918
5101;04/07/2012;1850.01;
5101;03/12/2019;4431.15;030964
5101;03/12/2019;4431.15;030964
5121;13/01/2020;0;
5115;22/01/2020;25749.76;029903
5197;09/05/2019;62.85;
5101;26/02/2020;897.1;031118
5101;17/05/2013;693.98;
5120;03/02/2020;800;030077
5120;03/02/2020;160;031048
5120;03/02/2020;160;031193
5101;10/12/2012;529.67;
5101;22/08/2014;3300;
5100;08/04/2016;1800;018813
5101;11/08/2014;18177.48;012774
5102;29/04/2020;1407.78;
5109;04/03/2020;116000;
5109;04/03/2020;116000;
5109;04/03/2020;116000;
5109;04/03/2020;116000;
5109;04/03/2020;116000;
5120;19/12/2019;1080.28;009983
5120;19/12/2019;1080.28;009983
5102;29/04/2020;1407.78;
5102;29/04/2020;1407.78;
5102;29/04/2020;1407.78;
5102;29/04/2020;1407.78;
5115;27/04/2016;7400;
5115;27/04/2016;7400;
5101;21/11/2011;6363.04;
5101;27/09/2011;7500;003053
5101;27/09/2011;6000;003053
5116;10/10/2023;1288;
5116;10/10/2023;1288;
5116;10/10/2023;1288;
5116;10/10/2023;1288;
5116;10/10/2023;1288;
5116;10/10/2023;1288;
5116;10/10/2023;1288;
5116;10/10/2023;1288;
5116;10/10/2023;1288;
5116;10/10/2023;1288;
5116;10/10/2023;1288;
5116;10/10/2023;1288;
5116;10/10/2023;1288;
5116;10/10/2023;1288;
5116;10/10/2023;1288;
5116;10/10/2023;1288;
5116;10/10/2023;1288;
5116;10/10/2023;1288;
5116;10/10/2023;1288;
5102;18/07/2022;183.76;
5102;18/07/2022;183.76;
5101;02/12/2011;161.71;
5101;02/12/2011;161.71;
5101;02/12/2011;161.71;
5101;27/01/2012;1455.3;004480
5102;26/08/2020;5321;
5102;26/08/2020;5321;
5102;18/11/2025;3801.06;019808
5101;11/07/2011;158.97;001698
5101;09/02/2012;42621.2;
5101;04/01/2016;840;018297
5101;23/11/2011;409.5;003622
5120;10/09/2020;1500;
5101;09/02/2012;42621.2;010380
5101;09/02/2012;42621.2;010380
5101;09/02/2012;42621.2;010380
5101;09/02/2012;42621.2;
5101;06/03/2014;2532.43;011916
5106;21/03/2024;0;
5106;21/03/2024;0;
5106;21/03/2024;0;
5106;21/03/2024;0;
5106;21/03/2024;0;
5106;21/03/2024;0;
5106;21/03/2024;0;
5106;21/03/2024;0;
5106;21/03/2024;0;
5106;21/03/2024;0;
5106;21/03/2024;0;
5106;21/03/2024;0;
5106;21/03/2024;0;
5106;21/03/2024;0;
5106;21/03/2024;0;
5106;21/03/2024;0;
5106;21/03/2024;0;
5106;21/03/2024;0;
5106;21/03/2024;0;
5106;21/03/2024;0;
5106;21/03/2024;0;
5106;21/03/2024;0;
5106;21/03/2024;0;
5106;21/03/2024;0;
5106;21/03/2024;0;
5100;29/04/2013;240;008527
5101;11/06/2012;5184.55;
5101;11/06/2012;5184.55;006950
5101;11/06/2012;5184.55;
5101;11/06/2012;5184.55;
5101;11/06/2012;5184.55;
5101;11/06/2012;5184.55;
5101;11/06/2012;5184.55;
5101;11/06/2012;5184.55;
5101;11/06/2012;5184.55;
5101;11/06/2012;5184.55;
5101;11/06/2012;5184.55;
5101;11/06/2012;5184.55;
5101;11/06/2012;5184.55;
5100;25/10/2013;200;
5101;31/03/2014;790;
5101;04/07/2012;1850.01;
5101;04/07/2012;1850.01;
5101;04/07/2012;1850.01;
5101;04/07/2012;1850.01;
5101;04/07/2012;1850.01;
5101;04/07/2012;1850.01;
5101;04/07/2012;1850.01;
5101;04/07/2012;1850.01;
5197;11/03/2020;332.92;
5197;11/03/2020;332.92;
5101;09/03/2020;1787.43;031688
5102;03/03/2020;4641.04;031467
5101;22/04/2020;9608.15;032009
5101;22/04/2020;9608.15;032009
5102;29/04/2020;1407.78;031698
5100;31/10/2022;5300;
5101;12/05/2017;1403.15;
5101;17/05/2013;693.98;
5101;03/05/2012;521.76;032677
5101;03/05/2012;521.76;032677
5101;04/07/2012;1850.01;
5100;01/07/2020;1200;
5100;11/03/2024;5300;032585
5121;29/06/2020;0;
5120;19/12/2019;8765.32;
5101;12/06/2020;282.86;032330
5101;09/02/2012;42621.2;
5102;26/06/2020;1510.61;032291
5101;14/06/2017;963.12;
5101;04/07/2012;1850.01;
5101;04/07/2012;1850.01;
5120;21/08/2020;1000;032726
5101;12/08/2020;382141.08;032875
5101;12/08/2020;226571.77;032877
5101;12/08/2020;226571.77;032877
5101;12/08/2020;226571.77;032877
5101;12/08/2020;382141.08;032875
5101;12/08/2020;226571.77;032877
5101;12/08/2020;226571.77;032877
5135;24/08/2020;12872.66;033072
5101;21/05/2014;57848.95;
5101;12/08/2020;382141.08;032875
5101;12/08/2020;382141.08;032875
5101;14/09/2020;4397.06;033201
5102;03/09/2020;1673.69;033054
5101;14/09/2020;4397.06;033201
5101;10/12/2012;529.67;
5101;09/02/2012;42621.2;
5101;08/09/2017;17998.59;
5101;08/09/2017;17998.59;
5100;15/10/2020;3300;
5100;15/10/2020;3300;
5100;15/10/2020;3300;
5100;28/10/2020;1200;
5101;02/12/2011;161.71;033137
5101;02/12/2011;161.71;033137
5101;15/10/2020;588.85;033330
5101;15/10/2020;588.85;033330
5120;24/11/2020;1000;033386
5120;25/11/2020;7000;033523
5101;22/08/2014;3300;
5101;26/11/2020;7084.44;033806
5101;26/11/2020;7084.44;033806
5101;26/11/2020;7084.44;033806
5109;04/03/2020;116000;
5109;04/03/2020;116000;
5101;18/12/2020;1910.19;033984
5101;31/03/2014;790;
5101;18/12/2020;1910.19;033984
5101;18/12/2020;1910.19;033984
5101;18/12/2020;1910.19;033984
5101;03/05/2012;521.76;
5101;03/05/2012;521.76;
5101;03/05/2012;521.76;
5101;03/05/2012;521.76;
5101;03/05/2012;521.76;
5101;03/05/2012;521.76;
5100;05/01/2021;1200;
5101;21/05/2014;57848.95;
5102;22/04/2019;2245.29;
5100;03/03/2021;984;
5101;08/03/2021;541.58;034564
5102;18/03/2021;1832.33;034229
5101;31/03/2021;240480.78;034651
5101;31/03/2021;240480.78;034651
5101;31/03/2021;240480.78;034651
5101;26/04/2021;2850;034667
5101;13/04/2021;11416.71;034817
5101;13/04/2021;11416.71;034817
5101;13/04/2021;11416.71;034817
5101;13/04/2021;11416.71;034817
5101;13/04/2021;11416.71;034817
5100;07/05/2021;738;
5100;26/03/2019;1200;
5101;04/05/2021;9851.32;034753
5101;06/05/2021;11637.94;034950
5101;06/05/2021;11637.94;034950
5101;06/05/2021;11637.94;034950
5101;06/05/2021;11637.94;034950
5101;06/05/2021;11637.94;034950
5101;06/05/2021;11637.94;034950
5101;06/05/2021;11637.94;034950
5101;06/05/2021;11637.94;034950
5101;06/05/2021;11637.94;034950
5101;22/08/2014;3300;
5101;22/08/2014;3300;
5101;15/06/2021;85.56;035081
5101;15/06/2021;85.56;035081
5101;15/06/2021;262.25;035080
5102;03/03/2020;4641.04;
5100;14/08/2020;1500;
5101;09/02/2012;42621.2;
5100;04/08/2021;1200;
5120;23/08/2021;3000;035966
5101;11/08/2021;3261.42;035839
5102;26/08/2021;2950;035907
5101;11/06/2012;5184.55;
5101;30/09/2021;1424.7;036337
5197;03/11/2021;18.24;
5102;14/08/2023;173;
5102;14/08/2023;173;
5102;14/08/2023;173;
5102;14/08/2023;173;
5102;14/08/2023;173;
5102;14/08/2023;173;
5101;04/11/2021;3472.51;036356
5101;03/11/2021;3126.54;036329
5101;03/05/2012;521.76;
5101;21/09/2015;1200.04;
5101;08/09/2017;17998.59;
5102;29/04/2020;1407.78;
5100;10/01/2022;1500;
5102;14/01/2022;240296.81;031664
5102;14/01/2022;240296.81;031664
5102;07/11/2019;933.3;
5102;14/01/2022;240296.81;031664
5102;14/01/2022;240296.81;031664
5102;14/01/2022;240296.81;031664
5102;14/01/2022;240296.81;031664
5102;14/01/2022;240296.81;031664
5102;14/01/2022;240296.81;031664
5102;14/01/2022;240296.81;031664
5102;14/01/2022;240296.81;031664
5102;14/01/2022;240296.81;031664
5102;20/01/2022;1729.47;037161
5102;20/01/2022;1729.47;037161
5101;14/06/2017;963.12;
5101;14/06/2017;963.12;
5109;04/03/2020;116000;
5102;22/04/2019;2245.29;
5101;21/11/2011;6363.04;
5100;11/02/2022;1200;
5101;18/02/2022;6593.29;037414
5101;18/02/2022;6593.29;037414
5101;18/02/2022;6593.29;037414
5101;21/02/2022;11528.38;036969
5101;21/02/2022;59247.32;037014
5101;22/02/2022;6593.29;037472
5101;22/02/2022;6593.29;037472
5101;22/02/2022;6593.29;037472
5101;27/01/2012;1455.3;
5100;21/03/2022;900;
5102;29/04/2020;1407.78;037488
5101;09/02/2012;42621.2;
5100;06/05/2016;7500;
5101;03/03/2022;2718;037529
5101;11/03/2015;734;
5100;21/07/2011;210;
5101;05/04/2022;82.02;037577
5101;31/03/2014;790;
5102;18/02/2019;3678.26;
5149;10/04/2015;0;
5100;28/10/2020;1200;
5101;02/05/2022;6203.41;037987
5101;02/05/2022;5670.83;038046
5101;19/05/2022;289.24;038155
5101;17/05/2013;693.98;
5101;14/06/2017;963.12;
5120;09/05/2019;350;
5109;04/03/2020;116000;
5101;11/03/2015;734;
5101;07/04/2017;2860;
5101;30/06/2022;5878.31;038181
5102;22/06/2022;5764.23;038182
5102;22/06/2022;9213.35;038259
5102;29/06/2022;8102.75;036958
5120;19/12/2019;1080.28;
5101;08/07/2022;3791680.82;038560
5101;08/07/2022;3791680.82;038560
5101;08/07/2022;3791680.82;038560
5198;20/07/2022;3057.93;
5198;20/07/2022;3057.93;
5198;20/07/2022;3057.93;
5198;20/07/2022;3057.93;
5198;20/07/2022;3057.93;
5198;20/07/2022;3057.93;
5198;20/07/2022;3057.93;
5101;21/11/2011;6363.04;
5101;04/07/2012;1850.01;
5101;22/07/2022;81210.07;038498
5101;22/07/2022;81210.07;038498
5101;22/07/2022;81210.07;038498
5102;27/07/2022;45.94;038374
5102;18/07/2022;183.76;038374
5101;04/07/2012;1850.01;
5101;08/07/2022;42534;038418
5101;08/07/2022;42534;038418
5101;08/07/2022;42534;038418
5101;08/07/2022;42534;038418
5109;04/03/2020;116000;
5102;26/08/2020;5321;038947
5101;22/08/2022;340.04;038526
5102;25/08/2022;322.94;038754
5101;10/08/2022;653.36;038152
5102;22/04/2019;2245.29;
5120;19/05/2020;200;
5101;08/09/2017;17998.59;
5100;19/09/2022;33000;
5101;12/07/2013;111577.12;
5101;16/09/2022;360.5;039036
5101;21/09/2022;263.39;038337
5101;22/09/2022;5572.44;039243
5101;23/09/2022;2595.33;039161
5101;29/09/2022;3516.47;039364
5101;31/03/2014;790;
5102;26/08/2020;5321;
5116;17/10/2023;1613;
5116;17/10/2023;1613;
5116;17/10/2023;1613;
5116;17/10/2023;1613;
5116;17/10/2023;1613;
5116;17/10/2023;1613;
5116;17/10/2023;1613;
5116;17/10/2023;1613;
5101;17/05/2013;693.98;
5102;29/04/2020;1407.78;
5100;28/10/2020;1200;
5100;28/10/2020;1200;
5100;28/10/2020;1200;
5101;11/03/2015;734;
5101;11/03/2015;734;
5101;11/03/2015;734;
5105;30/11/2022;479.8;039410
5101;28/10/2022;132484.29;039354
5101;14/06/2017;963.12;
5101;11/03/2015;734;
5102;31/01/2019;2352.15;
5102;05/11/2025;484261.49;
5101;04/10/2022;18829.61;039298
5101;04/10/2022;18829.61;039298
5101;04/10/2022;18829.61;039298
5101;04/10/2022;18829.61;039298
5101;04/10/2022;18829.61;039298
5101;21/11/2011;6363.04;039418
5102;26/08/2020;5321;
5101;21/05/2014;57848.95;
5100;30/08/2023;180000;
5100;19/09/2022;33000;
5197;09/05/2019;62.85;
5101;28/10/2022;12212.62;039580
5100;31/10/2022;5300;
5101;04/11/2022;4200;039546
5101;07/11/2022;5740;039689
5101;07/04/2017;2860;
5101;07/04/2017;2860;
5101;10/12/2012;529.67;
5149;10/04/2015;0;
5105;08/12/2022;479.8;039896
5109;30/05/2017;7239.78;
5101;07/12/2022;27219.59;039714
5101;07/12/2022;27219.59;039714
5101;07/12/2022;27219.59;039714
5101;07/12/2022;27219.59;039714
5101;07/12/2022;27219.59;039714
5101;07/12/2022;27219.59;039714
5101;07/12/2022;27219.59;039714
5101;07/12/2022;27219.59;039714
5101;07/12/2022;27219.59;039714
5101;07/12/2022;27219.59;039714
5101;07/12/2022;27219.59;039714
5101;07/12/2022;3490.98;039666
5102;20/12/2022;663.15;039911
5102;18/07/2022;183.76;
5100;21/07/2011;210;
5102;29/04/2020;1407.78;
5102;03/01/2023;32400.87;038835
5102;03/01/2023;32400.87;038835
5102;03/01/2023;32400.87;038835
5102;03/01/2023;32400.87;038835
5101;10/01/2023;691.64;040070
5101;10/01/2023;691.64;040070
5101;19/01/2023;2780.87;040298
5101;19/01/2023;2780.87;040298
5102;22/04/2019;2245.29;
5100;13/02/2023;900;
5102;29/04/2020;1407.78;
5101;02/02/2023;691.64;040295
